"Acetanaerobacterium","Acetitomaculum","Acetivibrio","Achromobacter","Acidaminococcaceae_unclassified","Acidaminococcus","Actinobacteria_unclassified","Actinomyces","Actinomycetaceae_unclassified","Actinomycetales_unclassified","Afipia","Akkermansia","Alcaligenaceae_unclassified","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerosalibacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcobacter","Asaccharobacter","Asteroleplasma","Atopobium","Azomonas","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Bdellovibrionales_unclassified","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobiaceae_unclassified","Brevundimonas","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Catenibacterium","Cellulosibacter","Cellulosilyticum","Cetobacterium","Chloroflexus","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Dermabacter","Dermabacteraceae_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Elusimicrobium","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelotrichaceae_unclassified","Escherichia.Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Garciella","Gemmiger","Gordonibacter","Gracilibacteraceae_unclassified","Granulicatella","Haemophilus","Hallella","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Kerstersia","Klebsiella","Kluyvera","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaerae_unclassified","Lentisphaeria_unclassified","Leptotrichia","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Mesorhizobium","Mitsuokella","Mogibacterium","Mollicutes_unclassified","Moryella","Nitrobacter","Novosphingobium","Odoribacter","Olsenella","Opitutae_unclassified","Oribacterium","Ornithinimicrobium","Oscillibacter","Oxalobacter","Paludibacter","Pannonibacter","Parabacteroides","Paracoccus","Paraprevotella","Parasporobacterium","Parasutterella","Parcubacteria_unclassified","Parvimonas","Pasteurellaceae_unclassified","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudoramibacter","Pyramidobacter","Raoultella","Rhodobacteraceae_unclassified","Rhodospirillaceae_unclassified","Rhodospirillales_unclassified","Rickettsiaceae_unclassified","Rikenella","Rikenellaceae_unclassified","Robinsoniella","Roseburia","Roseomonas","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Saccharofermentans","Sarcina","Schwartzia","Sedimentibacter","Sediminibacterium","Selenomonadales_unclassified","Slackia","Sneathia","Sphingobacterium","Sphingomonas","Sporacetigenium","Sporobacter","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Succinivibrionaceae_unclassified","Sutterella","Synergistaceae_unclassified","Syntrophococcus","Tannerella","Tissierella","Treponema","Turicibacter","Vampirovibrio","Veillonella","Veillonellaceae_unclassified","Victivallis","Xylanibacter"
0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,0,4.11,0,0,0,0,0,0,25.73,0,0.41,0,0,0,0,0,0,8.19,8.58,403.42,0.73,2.64,0,0,0,0,0,67.16,0,0,0,0,0,0.76,3.3,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,11.98,3.85,0,0,0,1.85,1.16,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.21,0,0,0,0,79.66,0,9.11,0,0,1.6,0,0,0,0,0,0.94,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2.56,167.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,24.87,0,0,0,54.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0.3,0.17,32.81,0,0,39.76,19.78,6.92,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,28.18,0,0,0,0,0,0,0,0,0,0,0,5.74,0.37,0.5,0,0,0,0,0,0,3.57,0.89,410.04,0.26,35.42,0,0,0,0,0,25.73,0,0,0,0,0,0.48,0.74,0,0,0,0,0,0,0,0,0,0,0.72,11.19,0,0,39.86,13.65,14.14,4.18,0,1.43,0.19,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.27,0,0,0,0,120.42,0,7.84,0,0,1.07,0,0,0,0,0,4.45,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,106.14,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,16.22,0,0,0,12.56,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.31,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.97,0,0,44.84,16.09,1.89,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,1.07,0,0,0,0,0,0,22.29,0,1.55,0,0,0,0,0,0,14.02,0.43,351.92,0,30.79,0,0,0,0,0,75.66,0,0,0,0,0,4.95,0.6,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,17.15,8.66,0,0.4,0,7.22,1.93,0.82,0.43,0,7.31,0.16,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0.68,0,0,0,0.19,93.14,0,9.14,0,0,0.56,0,0,0,0,0,11.43,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.22,131.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,17.16,0,0,0,22.29,0,13.42,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,35.81,0,0,48.24,16.84,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,0,0,0,0,0,14.53,0,0,0,0,0,0,0,0,0.4,1.23,695.96,0,13.85,0,0,0,0,0,34.47,0,0,0,0,0,1.07,1.16,0,0,0,0.96,0,0,0,0,0,0,0.49,1.86,0,0,6.5,4.03,3.27,1.04,0,0.76,0.22,0,0.29,0,3.1,0.47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.24,0,0,0,0,24.82,0,0.95,0,0,0.38,0,0,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,28.89,0,20.12,0,0,0,0,0,0,0,0,1.01,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.37,0,0,10.58,13.25,7.65,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0,0,0,0,0,20,0.11,0.37,0,0,0,0,0,0,0,0.59,420.66,0,25.65,0,0,0,0,0,96.81,0,0,0,0,0,2.27,0.98,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,1.54,1.61,0,0,0,6.45,9.23,0,0.81,0,7.27,0.14,0,0,0.47,0,0,0,0,0,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0,54.18,0,1.66,0,0,4.33,0,0,0,0,0,12.22,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1.37,150.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,14.34,0,0,0,29.16,0,12.34,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.42,0,0,27.35,18.48,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32.59,0,0,0,0,0,0,0,0,0.16,0,0,14.76,0.24,0.4,0,0,0,0,0,0,1.95,0.35,209.04,0,42.64,0,0,0,0,0,41.2,0,0,0,0,0,1.19,1.67,0,0,0,0,0,0,0,0,0,0,0.98,2.15,0,0,13.4,10.92,4.81,4.14,0,1.65,0.19,0,1.49,0,46.55,0.44,0,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0.92,0,0,0,0,146.06,0,17.71,0,0,1.85,0,0,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,133.13,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,0,0,0,48.05,0,0,0,43.2,0,1.12,0,0,0,0,0,0,0,0,0.67,0,0,1.2,0,12.64,16.14,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,28.29,0,0,63.22,22.84,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0
0.73,0,0,0,0,0,0,0,0,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,0,11.05,0.26,0.15,0,0,0,0,0,0,0.8,1.08,541.48,0,9.28,0,0,0,0,0,96.23,0,0,0,0,0,0.23,0.21,0,0,0,0,0,0,0,0,0,0,0.21,0.4,0,0,3.37,8.76,0.49,0.85,0,1.42,1.4,0.81,0.18,0,5.44,0,0,0,0,0,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0.22,0.38,0,0,0,26.75,0,6.96,0,0,0.22,0,0,0,0,0,2.53,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,100.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,8,0,0,0,24.09,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.61,0,0,34.48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.15,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0.54,2.89,683.18,0.3,2.23,0,0,0,0,0,17.52,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0.92,0.31,1.9,1.12,0,2.04,0.89,0.17,0,0.19,0,0,0,0,0,0,0,0,0,0,0.12,4.36,0,0,0,0,0,0,0,0.65,0,0,0,0,57.55,0,0.12,0,0,1.38,0,0,0,0,0,1.76,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.12,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,21.79,0,30.08,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.32,0,0,12.72,17.17,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33,0,0,0,0,0,0,0,0,0,0,0,0,21.14,0,0,0,0,0.31,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.39,2.68,760.3,0,0,0,0,0,0,0,22.55,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1.85,0,1.91,0,8.08,2.07,0.64,0.22,0,3.21,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0.28,4.36,0,0.33,0,0,2.47,0,0,0,0,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.79,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,2.93,0,0,0,0,2.68,0,0,0,29.56,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.32,0,0,5.72,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.95,0,0,0,0,0,0,0,0,0,0,0,0,45.11,1.01,0,0,0,0,0,0,0.67,0,0,9.1,0.79,0,0,0,0,0,0,0,0,2.1,0,116.38,1.57,43.21,0,0,0,0,0,6.14,0,0,0,0,0,8.78,0.28,0,0,0,0,0,0,0,0,0,0,0,2.04,1.04,0,24.21,13.92,3.81,3.99,0,7.86,0,0.29,0.28,0,17.6,0.56,0,0,0,0,0,0,0,0,0,2.95,0,1.33,0,0,0,0,0,1.21,0,0,2.01,0,15.91,0,5.7,0,0,1.65,0,0,0.24,0,0.29,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,140.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,57.88,0,0,0,8.58,0,6.46,0,0,0,0,0,0,0,0,1.54,0,0.35,0,0,124.1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.35,0,0,174.29,1.76,11.72,0,0,0,0,0,0,0,0,0,0,0.28,0.45,0,0,0,0,0,0,0,0,0,0,0,23.13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20.59,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.54,0.78,0,0,0,0.45,1.21,287.04,18.65,27.92,0,0,0,0,0,4.32,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0.73,14.6,0,0,17.15,9,36.79,31.87,0,0.67,0,1.21,0.84,0,4.49,19.22,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0.99,0,0,0,0,27.51,0,9.72,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0.82,22.75,0.41,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,12.22,0,0,0,10.79,0,3.44,0,0,0,0,0,0,0,0,14.01,0,0,0,0,0,0.41,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,3.38,0,0,26.43,364.91,6.27,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,0,0,0,0.33,0.36,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1.22,681.17,0,37.73,0,0,0,0,0,31.65,0,0,0,0,0,0.18,4.05,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,4.61,2.55,17.12,0.9,0,2.52,0.36,0,8.19,0,0.55,0,0,0,0,0,0,0,0,0,0,6.19,0,0.17,0,0,0,0,0,0.6,0,0,0,0,10.18,0,2.06,0,0,0.37,0,0,0,0,0,2.32,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,27.77,0.5,0.18,0.7,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0.9,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85,0,0,34.31,0.78,29.92,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.52,0,0,0,0,0,1.54,0,0,0,0,0,0,1.39,9.73,0,0,0,100.75,0,0.79,0,0,0,0,0,0,0,0.67,65.66,0,8.11,0,0,0,0,0,185,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,9.01,0,0,0,7.53,0,0.74,25.86,36.36,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0.73,0,0,0,0,0,13.58,0,0,0,0,3.12,3.65,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,277.15,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.78,0,0,217.39,0,9.68,0,0,0,0,0,0,5.91,0,0,0,0,0.75,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0,0,0,6.17,0,0,0,7.69,0,0,0,1.57,0,0,0,0,1,0,298.66,0,7.71,0,0,0,0,0,55.22,0,0,0,0,0,0.53,2.25,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,4.38,38.59,20.66,22.11,0,46.07,0,1.44,18.08,0.94,10.75,3.16,0,0,0,0,0,0,0,0,0,11.28,0,1.07,0,0,0,0,0,2.11,0,0,0,0,54.36,3,1.6,0,0,4.27,0,0,0,0,0,0.57,0,0,0,0,0,0,14,0,0,0,0,0,0,0,78.68,0,0.52,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,7.95,0,1.51,0,0,0,0,0.52,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,31.26,130.98,0,0,0,0,0,0,0,0,0,0,0,1.91,0,1.04,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,0,0.86,0.42,0.4,0,0,0,0,0,0,1.28,1.39,668.5,0,4.51,0,0,0,0,0,8.09,0,0,0,0,0,1.9,0.38,0,0,0,0,0,0,0,0,0,0,0.59,0.2,0,0,19.59,5.74,1.57,3.07,0,1.1,0,0,0.11,0,8.54,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,53.48,0,2.39,0,0,3.4,0,0,0,0,0,3.78,0,0,0,0,2.6,0,0,0.25,0,0,0,0,0,0.64,74.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,8.63,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0.74,0,0,5.43,0,0,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.24,0,0,20.35,10.58,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.16,0,0,0,0,0,0,0,0,0,0,40.61,0,0,0,0,0,0,0,0,0,0,0,1.57,0.37,0,0,0,0,0,0,0,0,2.42,545.06,0.27,0,0,0,0,0,0,63.09,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,3.27,0,0.72,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.18,63.91,0,0,0,0,4.42,0,0,0,0,0,1.11,0,0,0,0,0,0,0.55,0,0,0,0,0,0,14.18,133.84,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,93.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11.37,0,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38,0,0,0,0,0,0,0,0,0,0,0,0,21.29,0,0,0,0.16,5.68,0,0,0,0,0,0,5.94,0,0.51,1.4,0,0.82,0,0,0,9.36,0.84,492.14,0.6,2.63,0,0,0,0,0,29.65,0,0,0,0,0,0.83,1.19,0,0,0,0,0,0,0,0,0,0,4.03,0.55,0,0,36.87,2.65,0.4,0.36,0,1.52,1.8,0.67,0.12,0,15.83,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0.14,0,0,0,0,40.21,0,15.14,0,0,2.27,0,0,0,0,0,10.68,0,0,0,0,0.21,0,0,0,0.14,0,0,0,0,3.54,148.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94,0,0,0,0,24.65,0,0,0,42.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.17,0,2.18,0,0.23,0,0,0,0,0,0,0,0,0,0,0,18.54,0,0,45.88,3.92,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,39.28,0,0,0,0,0,0,0,0,0,0,0,8.51,0.21,0.19,0,0,0,0,0,0,1.05,1.58,515.98,0,0,0,0,0,0,0,66.17,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,13.92,3.33,0,0.2,0,1.95,0.69,0,0.68,0,9.72,0.24,0,0,0,0,0,0,0,0,0,5.77,0,0,0,0,0,0,0,0.43,0,0,0,0,39.08,0,2.08,0,0,1.32,0,0,0,0,0,6,0,0,0,0,0,0,0.16,0,0,0,0,0,0,2.58,100.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,49.74,0,0,0,29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32,0,0,30.82,14.8,16.33,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0,0,0,0,0,0,0,0,0,0,0,0,17.18,0,0,0,0,0,0,0,0,0,0,0,24.91,0,0,0,0,0,0,0,0,0,1.87,774.76,0,0.49,0,0,0,0,0,37.01,0,0,0,0,0,0.17,2.62,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,1.29,0.87,0,0,0,0.34,1.27,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.45,0,0,0,0,40.79,0,0.52,0,0,2.49,0,0,0,0,0,0.22,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,53.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,1.37,0,0,0,33.15,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,7.78,0,0,1.54,1.55,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0.17,1.96,735.97,0,28.5,0,0,0,0,0,11.26,0,0,0,0,0,0.29,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,6.31,0.55,0.35,0.16,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.14,14.94,0,41.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,15.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0
0.31,0,0,0,0,0,0,0.24,0,0,0,0,0,21.73,0,0,0,0,0,0,0,0,0,0,0,8.76,0,0.23,0,0,0,0,0,0,0.53,0.93,492.02,0,0,0,0,0,0,0,45.95,0,0,0,0,0,0.4,0,0,0,0,1.56,0,0,0,0,0,0,0.24,0.37,0,0,0.99,5.52,0,0,0,0.27,1.51,0,0,0,33.74,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,19.38,0,1.13,0,0,1.03,0,0,0,0,0,10.01,0,0,0,0,0.58,0,0.49,0,0,0,0,0,0,5.72,174.3,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,0.27,0,9.37,0,0,0,67.81,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,0.22,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,0,46.47,12.89,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,12.85,0,0,0,0,0,0,0,7.83,0.15,1.18,0,0,0,0,0,0,2.51,0.17,90.85,0,5.13,0,0,0,0,0,25.41,0,0,0,0,0,1.11,0.78,0,0,0,0.36,0,0,0,0,0,0,1.02,32.1,0,0,21.5,2.13,6.97,0.25,0,1.38,0.55,0.19,0.44,0,15.74,0.16,0,0,0.11,0,0,0,0,0,0,3.03,0,0,6.8,0,0,0,0,0.36,0,0,0,0,47.83,0,9.79,0,0,0.9,0,0,0,0,0,2.91,0,0,0,0,0.09,0,0,0,0,0,0,0,0,2.71,96.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,14.5,0,0,0,19.14,0,5.43,0,0,0,0,0,0,0,0,0.1,0,0,0,0,464.74,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14,0,0,45.12,4.1,8.05,0,3.82,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
