otu,mda_median,iqr25,iqr75,study
Clostridiales_unclassified,0.0525333333333333,0.0525333333333333,0.0525333333333333,brim
Staphylococcus,0.0518714285714286,0.0518714285714286,0.0518714285714286,brim
Holdemania,0.0506,0.0506,0.0506,brim
Howardella,0.0501507936507937,0.0501507936507937,0.0501507936507937,brim
Enterobacteriaceae_unclassified,0.0499206349206349,0.0499206349206349,0.0499206349206349,brim
Eggerthella,0.049169696969697,0.049169696969697,0.049169696969697,brim
Comamonas,0.0483968253968254,0.0483968253968254,0.0483968253968254,brim
Bacteroidetes_unclassified,0.0469444444444444,0.0469444444444444,0.0469444444444444,brim
Bacteria_unclassified,0.0447,0.0447,0.0447,brim
Akkermansia,0.0443125541125541,0.0443125541125541,0.0443125541125541,brim
Enhydrobacter,0.0433492063492063,0.0433492063492063,0.0433492063492063,brim
Klebsiella,0.0430111111111111,0.0430111111111111,0.0430111111111111,brim
Ruminococcus,0.0426984126984127,0.0426984126984127,0.0426984126984127,brim
Weissella,0.0414428571428571,0.0414428571428571,0.0414428571428571,brim
Cloacibacterium,0.0405380952380952,0.0405380952380952,0.0405380952380952,brim
Bacteroidales_unclassified,0.0395380952380952,0.0395380952380952,0.0395380952380952,brim
Clostridium_XlVa,0.0391666666666667,0.0391666666666667,0.0391666666666667,brim
Propionibacterium,0.0390047619047619,0.0390047619047619,0.0390047619047619,brim
Escherichia.Shigella,0.0376920634920635,0.0376920634920635,0.0376920634920635,brim
Leuconostoc,0.0369285714285714,0.0369285714285714,0.0369285714285714,brim
Clostridiaceae_1_unclassified,0.0367888888888889,0.0367888888888889,0.0367888888888889,brim
Streptococcus,0.0365920634920635,0.0365920634920635,0.0365920634920635,brim
Parvimonas,0.0356666666666667,0.0356666666666667,0.0356666666666667,brim
Granulicatella,0.0349793650793651,0.0349793650793651,0.0349793650793651,brim
Anaerotruncus,0.0348222222222222,0.0348222222222222,0.0348222222222222,brim
Salmonella,0.0330585858585859,0.0330585858585859,0.0330585858585859,brim
Roseburia,0.0298444444444444,0.0298444444444444,0.0298444444444444,brim
Barnesiella,0.0297619047619048,0.0297619047619048,0.0297619047619048,brim
Mogibacterium,0.0281111111111111,0.0281111111111111,0.0281111111111111,brim
Dysgonomonas,0.0279,0.0279,0.0279,brim
Lactobacillus,0.0275650793650794,0.0275650793650794,0.0275650793650794,brim
Dorea,0.027484126984127,0.027484126984127,0.027484126984127,brim
Natranaerovirga_unclassified,0.0273874458874459,0.0273874458874459,0.0273874458874459,brim
Acinetobacter,0.0266904761904762,0.0266904761904762,0.0266904761904762,brim
Phascolarctobacterium,0.0264835497835498,0.0264835497835498,0.0264835497835498,brim
Haemophilus,0.0263777777777778,0.0263777777777778,0.0263777777777778,brim
Prevotella,0.0239555555555556,0.0239555555555556,0.0239555555555556,brim
Coriobacteriaceae_unclassified,0.0237428571428571,0.0237428571428571,0.0237428571428571,brim
Streptococcaceae_unclassified,0.0233222222222222,0.0233222222222222,0.0233222222222222,brim
Pseudoflavonifractor,0.0214126984126984,0.0214126984126984,0.0214126984126984,brim
Porphyromonas,0.0210222222222222,0.0210222222222222,0.0210222222222222,brim
Acidaminococcus,0.0202301587301587,0.0202301587301587,0.0202301587301587,brim
Enterococcus,0.019815873015873,0.019815873015873,0.019815873015873,brim
Pasteurellaceae_unclassified,0.0178666666666667,0.0178666666666667,0.0178666666666667,brim
Slackia,0.0177730158730159,0.0177730158730159,0.0177730158730159,brim
Anaeroglobus,0.0175777777777778,0.0175777777777778,0.0175777777777778,brim
Fusobacterium,0.0175714285714286,0.0175714285714286,0.0175714285714286,brim
Flavonifractor,0.0174619047619048,0.0174619047619048,0.0174619047619048,brim
Gemella,0.0168333333333333,0.0168333333333333,0.0168333333333333,brim
Butyricicoccus,0.0166190476190476,0.0166190476190476,0.0166190476190476,brim
Sedimentibacter,0.0163363636363636,0.0163363636363636,0.0163363636363636,brim
Desulfovibrionales_unclassified,0.0163111111111111,0.0163111111111111,0.0163111111111111,brim
Cloacibacillus,0.0161777777777778,0.0161777777777778,0.0161777777777778,brim
Eubacterium,0.015730303030303,0.015730303030303,0.015730303030303,brim
Desulfovibrio,0.0157080808080808,0.0157080808080808,0.0157080808080808,brim
Pseudomonas,0.0154333333333333,0.0154333333333333,0.0154333333333333,brim
Chryseobacterium,0.0153142857142857,0.0153142857142857,0.0153142857142857,brim
Propionibacteriaceae_unclassified,0.0152063492063492,0.0152063492063492,0.0152063492063492,brim
Oxalobacter,0.0148555555555556,0.0148555555555556,0.0148555555555556,brim
Sulfurospirillum,0.0148333333333333,0.0148333333333333,0.0148333333333333,brim
Sphingomonadaceae_unclassified,0.0146809523809524,0.0146809523809524,0.0146809523809524,brim
Turicibacter,0.0131666666666667,0.0131666666666667,0.0131666666666667,brim
Campylobacter,0.012984126984127,0.012984126984127,0.012984126984127,brim
Burkholderiales_unclassified,0.0117444444444444,0.0117444444444444,0.0117444444444444,brim
Oxalobacteraceae_unclassified,0.0113666666666667,0.0113666666666667,0.0113666666666667,brim
Arcobacter,0.0113333333333333,0.0113333333333333,0.0113333333333333,brim
Rothia,0.0111666666666667,0.0111666666666667,0.0111666666666667,brim
Syntrophomonadaceae_unclassified,0.0108,0.0108,0.0108,brim
Clostridium_sensu_stricto,0.0106,0.0106,0.0106,brim
Lactobacillales_unclassified,0.0101414141414141,0.0101414141414141,0.0101414141414141,brim
Acidovorax,0.00926666666666667,0.00926666666666667,0.00926666666666667,brim
Anaerofustis,0.009,0.009,0.009,brim
Moraxellaceae_unclassified,0.0088,0.0088,0.0088,brim
Pyramidobacter,0.00858412698412699,0.00858412698412699,0.00858412698412699,brim
Anaerococcus,0.0068,0.0068,0.0068,brim
Phyllobacteriaceae_unclassified,0.00675555555555556,0.00675555555555556,0.00675555555555556,brim
Selenomonadales_unclassified,0.00668398268398268,0.00668398268398268,0.00668398268398268,brim
Paenibacillaceae_1_unclassified,0.00616666666666667,0.00616666666666667,0.00616666666666667,brim
Catenibacterium,0.00615079365079365,0.00615079365079365,0.00615079365079365,brim
Deltaproteobacteria_unclassified,0.00609523809523809,0.00609523809523809,0.00609523809523809,brim
Selenomonas,0.00557142857142857,0.00557142857142857,0.00557142857142857,brim
Finegoldia,0.00529365079365079,0.00529365079365079,0.00529365079365079,brim
Acidaminococcaceae_unclassified,0.004,0.004,0.004,brim
Citrobacter,0.004,0.004,0.004,brim
Veillonellaceae_unclassified,0.00365454545454545,0.00365454545454545,0.00365454545454545,brim
Atopobium,0.00355555555555556,0.00355555555555556,0.00355555555555556,brim
Microvirgula,0.00355555555555556,0.00355555555555556,0.00355555555555556,brim
Synergistaceae_unclassified,0.00355555555555556,0.00355555555555556,0.00355555555555556,brim
Peptostreptococcus,0.0035,0.0035,0.0035,brim
Anaerobacter,0.00342857142857143,0.00342857142857143,0.00342857142857143,brim
Porphyromonadaceae_unclassified,0.00342857142857143,0.00342857142857143,0.00342857142857143,brim
Rhizobiaceae_unclassified,0.00303030303030303,0.00303030303030303,0.00303030303030303,brim
Betaproteobacteria_unclassified,0.00284444444444444,0.00284444444444444,0.00284444444444444,brim
Rhizobiales_unclassified,0.00266666666666667,0.00266666666666667,0.00266666666666667,brim
Proteobacteria_unclassified,0.002,0.002,0.002,brim
Actinobacteria_unclassified,0,0,0,brim
Alkalibaculum,0,0,0,brim
Allisonella,0,0,0,brim
Bacillales_unclassified,0,0,0,brim
Butyricimonas,0,0,0,brim
Corynebacteriaceae_unclassified,0,0,0,brim
Corynebacterium,0,0,0,brim
Eubacteriaceae_unclassified,0,0,0,brim
Mitsuokella,0,0,0,brim
Morganella,0,0,0,brim
Negativicoccus,0,0,0,brim
Neisseriaceae_unclassified,0,0,0,brim
Novosphingobium,0,0,0,brim
Rhizobacter,0,0,0,brim
Rhizobium,0,0,0,brim
Sphingobacterium,0,0,0,brim
Rhodobacteraceae_unclassified,1.18544841670985,1.18544841670985,1.18544841670985,zeller
Lactobacillus,1.10700965022804,1.10700965022804,1.10700965022804,zeller
Anaerostipes,0.811673285636689,0.811673285636689,0.811673285636689,zeller
Ruminococcus,0.769949819136307,0.769949819136307,0.769949819136307,zeller
Bifidobacterium,0.69098167480597,0.69098167480597,0.69098167480597,zeller
Flavonifractor,0.684408576087164,0.684408576087164,0.684408576087164,zeller
Prevotella,0.648869997711036,0.648869997711036,0.648869997711036,zeller
Roseburia,0.580677455499959,0.580677455499959,0.580677455499959,zeller
Bacteroidales_unclassified,0.554521218165439,0.554521218165439,0.554521218165439,zeller
Lactococcus,0.52938225756226,0.52938225756226,0.52938225756226,zeller
Comamonas,0.52349227619968,0.52349227619968,0.52349227619968,zeller
Oxalobacteraceae_unclassified,0.493691440741122,0.493691440741122,0.493691440741122,zeller
Paracoccus,0.493273269878226,0.493273269878226,0.493273269878226,zeller
Mogibacterium,0.492091067906071,0.492091067906071,0.492091067906071,zeller
Enterobacteriaceae_unclassified,0.491982044865981,0.491982044865981,0.491982044865981,zeller
Fusobacterium,0.485188019501848,0.485188019501848,0.485188019501848,zeller
Clostridium_XVIII,0.466030970886654,0.466030970886654,0.466030970886654,zeller
Planococcaceae_unclassified,0.464686647012146,0.464686647012146,0.464686647012146,zeller
Alphaproteobacteria_unclassified,0.461661658634652,0.461661658634652,0.461661658634652,zeller
Megasphaera,0.458886225000133,0.458886225000133,0.458886225000133,zeller
Clostridium_XI,0.452717432962233,0.452717432962233,0.452717432962233,zeller
Faecalibacterium,0.4491065038372,0.4491065038372,0.4491065038372,zeller
Selenomonadales_unclassified,0.446748890434413,0.446748890434413,0.446748890434413,zeller
Methylobacterium,0.415165898517795,0.415165898517795,0.415165898517795,zeller
Veillonellaceae_unclassified,0.41208258711368,0.41208258711368,0.41208258711368,zeller
Sphingomonas,0.397999609158856,0.397999609158856,0.397999609158856,zeller
Parasutterella,0.397736851481004,0.397736851481004,0.397736851481004,zeller
Bilophila,0.390865225330315,0.390865225330315,0.390865225330315,zeller
Blautia,0.379190084231189,0.379190084231189,0.379190084231189,zeller
Schwartzia,0.364656265684426,0.364656265684426,0.364656265684426,zeller
Enterococcus,0.364403743954256,0.364403743954256,0.364403743954256,zeller
Porphyromonadaceae_unclassified,0.360093152502701,0.360093152502701,0.360093152502701,zeller
Dorea,0.355889597597519,0.355889597597519,0.355889597597519,zeller
Firmicutes_unclassified,0.35424042426315,0.35424042426315,0.35424042426315,zeller
Gammaproteobacteria_unclassified,0.352076796157639,0.352076796157639,0.352076796157639,zeller
Erysipelotrichaceae_unclassified,0.351151586877945,0.351151586877945,0.351151586877945,zeller
Dialister,0.349811620318585,0.349811620318585,0.349811620318585,zeller
Clostridia_unclassified,0.345548920696864,0.345548920696864,0.345548920696864,zeller
Caulobacteraceae_unclassified,0.344032502514677,0.344032502514677,0.344032502514677,zeller
Streptococcus,0.339661632659603,0.339661632659603,0.339661632659603,zeller
Paraprevotella,0.336498027428832,0.336498027428832,0.336498027428832,zeller
Bacteroidetes_unclassified,0.336241193894007,0.336241193894007,0.336241193894007,zeller
Bacteroides,0.325289337669879,0.325289337669879,0.325289337669879,zeller
Sporobacter,0.324513065832569,0.324513065832569,0.324513065832569,zeller
Novosphingobium,0.313573468315943,0.313573468315943,0.313573468315943,zeller
Coriobacteriaceae_unclassified,0.309433496215418,0.309433496215418,0.309433496215418,zeller
Acidaminococcaceae_unclassified,0.307310428516252,0.307310428516252,0.307310428516252,zeller
Holdemania,0.306440986666113,0.306440986666113,0.306440986666113,zeller
Lachnospira,0.304969353371292,0.304969353371292,0.304969353371292,zeller
Sphingomonadaceae_unclassified,0.304396936284973,0.304396936284973,0.304396936284973,zeller
Bacteria_unclassified,0.301360841084455,0.301360841084455,0.301360841084455,zeller
Akkermansia,0.297577169046752,0.297577169046752,0.297577169046752,zeller
Parabacteroides,0.29032178201481,0.29032178201481,0.29032178201481,zeller
Desulfovibrio,0.289124623068922,0.289124623068922,0.289124623068922,zeller
Streptococcaceae_unclassified,0.288602263316722,0.288602263316722,0.288602263316722,zeller
Veillonella,0.287369954673359,0.287369954673359,0.287369954673359,zeller
Prevotellaceae_unclassified,0.284199406601148,0.284199406601148,0.284199406601148,zeller
Butyricimonas,0.276488613099292,0.276488613099292,0.276488613099292,zeller
Clostridium_sensu_stricto,0.276215534420547,0.276215534420547,0.276215534420547,zeller
Eubacterium,0.275818763854291,0.275818763854291,0.275818763854291,zeller
Clostridiales_unclassified,0.274821197286636,0.274821197286636,0.274821197286636,zeller
Escherichia.Shigella,0.270596799519605,0.270596799519605,0.270596799519605,zeller
Leuconostoc,0.269980341585595,0.269980341585595,0.269980341585595,zeller
Cloacibacterium,0.267339316037843,0.267339316037843,0.267339316037843,zeller
Lachnospiraceae_unclassified,0.26659983503343,0.26659983503343,0.26659983503343,zeller
Coprococcus,0.264319860187783,0.264319860187783,0.264319860187783,zeller
Ruminococcus,0.257768816405918,0.257768816405918,0.257768816405918,zeller
Succinivibrio,0.253714046823155,0.253714046823155,0.253714046823155,zeller
Subdoligranulum,0.253263412844929,0.253263412844929,0.253263412844929,zeller
Proteobacteria_unclassified,0.247668031683749,0.247668031683749,0.247668031683749,zeller
Pseudoflavonifractor,0.24073312078550901,0.24073312078550901,0.24073312078550901,zeller
Geodermatophilus,0.23993535197305,0.23993535197305,0.23993535197305,zeller
Peptostreptococcaceae_unclassified,0.237980984046331,0.237980984046331,0.237980984046331,zeller
Anaerofustis,0.23583355460901,0.23583355460901,0.23583355460901,zeller
Actinomyces,0.235370786905614,0.235370786905614,0.235370786905614,zeller
Mitsuokella,0.235161311322205,0.235161311322205,0.235161311322205,zeller
Ruminococcaceae_unclassified,0.233968431492971,0.233968431492971,0.233968431492971,zeller
Lactobacillales_unclassified,0.230580679387245,0.230580679387245,0.230580679387245,zeller
Acinetobacter,0.229315015721632,0.229315015721632,0.229315015721632,zeller
Clostridium_XlVa,0.228578676502527,0.228578676502527,0.228578676502527,zeller
Turicibacter,0.226091961008515,0.226091961008515,0.226091961008515,zeller
Butyricicoccus,0.2246546499643,0.2246546499643,0.2246546499643,zeller
Clostridium_IV,0.220468016331766,0.220468016331766,0.220468016331766,zeller
Oscillibacter,0.220442681242257,0.220442681242257,0.220442681242257,zeller
Rothia,0.219315796013538,0.219315796013538,0.219315796013538,zeller
Anaerotruncus,0.219064701708563,0.219064701708563,0.219064701708563,zeller
Megamonas,0.212374943979381,0.212374943979381,0.212374943979381,zeller
Phascolarctobacterium,0.212089362885991,0.212089362885991,0.212089362885991,zeller
Peptostreptococcus,0.210364302878329,0.210364302878329,0.210364302878329,zeller
Clostridium_XlVb,0.210232225774922,0.210232225774922,0.210232225774922,zeller
Pseudomonas,0.209642708904622,0.209642708904622,0.209642708904622,zeller
Lactonifactor,0.205332559130752,0.205332559130752,0.205332559130752,zeller
Odoribacter,0.200986060493655,0.200986060493655,0.200986060493655,zeller
Barnesiella,0.196770158345001,0.196770158345001,0.196770158345001,zeller
Acidaminococcus,0.195470955490089,0.195470955490089,0.195470955490089,zeller
Cloacibacillus,0.191505894076313,0.191505894076313,0.191505894076313,zeller
Alistipes,0.189938069364441,0.189938069364441,0.189938069364441,zeller
Actinomycetales_unclassified,0.189209053031833,0.189209053031833,0.189209053031833,zeller
Howardella,0.182650018617925,0.182650018617925,0.182650018617925,zeller
Treponema,0.181622673698463,0.181622673698463,0.181622673698463,zeller
Desulfovibrionales_unclassified,0.179419155831604,0.179419155831604,0.179419155831604,zeller
Alloprevotella,0.177338555844313,0.177338555844313,0.177338555844313,zeller
Gemella,0.176891461992929,0.176891461992929,0.176891461992929,zeller
Bifidobacteriaceae_unclassified,0.175172651405976,0.175172651405976,0.175172651405976,zeller
Betaproteobacteria_unclassified,0.169996825135519,0.169996825135519,0.169996825135519,zeller
Corynebacterium,0.169222629280262,0.169222629280262,0.169222629280262,zeller
Coprobacillus,0.163113247356447,0.163113247356447,0.163113247356447,zeller
Burkholderiales_unclassified,0.161451771818976,0.161451771818976,0.161451771818976,zeller
Staphylococcus,0.159501148456317,0.159501148456317,0.159501148456317,zeller
Peptococcus,0.158827681870097,0.158827681870097,0.158827681870097,zeller
Oribacterium,0.15482516688286,0.15482516688286,0.15482516688286,zeller
Bacilli_unclassified,0.153878639780444,0.153878639780444,0.153878639780444,zeller
Parvimonas,0.147037857553657,0.147037857553657,0.147037857553657,zeller
Pasteurellaceae_unclassified,0.146298561893355,0.146298561893355,0.146298561893355,zeller
Microbacteriaceae_unclassified,0.145109508368306,0.145109508368306,0.145109508368306,zeller
Neisseria,0.140060185760131,0.140060185760131,0.140060185760131,zeller
Lachnoanaerobaculum,0.133895484139152,0.133895484139152,0.133895484139152,zeller
Anaerosporobacter,0.132845214973296,0.132845214973296,0.132845214973296,zeller
Atopobium,0.129418974371232,0.129418974371232,0.129418974371232,zeller
Deltaproteobacteria_unclassified,0.128416344728729,0.128416344728729,0.128416344728729,zeller
Eggerthella,0.128286418420651,0.128286418420651,0.128286418420651,zeller
Sutterella,0.126990814071945,0.126990814071945,0.126990814071945,zeller
Peptoniphilus,0.125017461243934,0.125017461243934,0.125017461243934,zeller
Actinobacteria_unclassified,0.120734486718484,0.120734486718484,0.120734486718484,zeller
Catenibacterium,0.119919949527597,0.119919949527597,0.119919949527597,zeller
Solobacterium,0.111022450963838,0.111022450963838,0.111022450963838,zeller
Allisonella,0.109253017677813,0.109253017677813,0.109253017677813,zeller
Clostridiaceae_1_unclassified,0.108201150303263,0.108201150303263,0.108201150303263,zeller
Porphyromonas,0.103803598486768,0.103803598486768,0.103803598486768,zeller
Haemophilus,0.103120242435467,0.103120242435467,0.103120242435467,zeller
Papillibacter,0.10067743080844,0.10067743080844,0.10067743080844,zeller
Alloscardovia,0.0965337278227296,0.0965337278227296,0.0965337278227296,zeller
Desulfovibrionaceae_unclassified,0.09259880574414,0.09259880574414,0.09259880574414,zeller
Clostridiales_Incertae_Sedis_XIII_unclassified,0.0920711650091068,0.0920711650091068,0.0920711650091068,zeller
Bradyrhizobium,0.0917007901351062,0.0917007901351062,0.0917007901351062,zeller
Victivallis,0.0878930308416445,0.0878930308416445,0.0878930308416445,zeller
Brevibacillus,0.0871531776167479,0.0871531776167479,0.0871531776167479,zeller
Gordonibacter,0.0855177267954569,0.0855177267954569,0.0855177267954569,zeller
Enhydrobacter,0.0842819837723913,0.0842819837723913,0.0842819837723913,zeller
Scardovia,0.0835075809161658,0.0835075809161658,0.0835075809161658,zeller
Anaerorhabdus,0.0834611846260407,0.0834611846260407,0.0834611846260407,zeller
Candidatus_Saccharibacteria_unclassified,0.0818730489826979,0.0818730489826979,0.0818730489826979,zeller
Alcaligenes,0.0803174103545662,0.0803174103545662,0.0803174103545662,zeller
Abiotrophia,0.0802395290277489,0.0802395290277489,0.0802395290277489,zeller
Weissella,0.080049256925865,0.080049256925865,0.080049256925865,zeller
Lactobacillaceae_unclassified,0.0792145717870527,0.0792145717870527,0.0792145717870527,zeller
Bacillales_unclassified,0.0764348129143938,0.0764348129143938,0.0764348129143938,zeller
Clostridium_III,0.0757501464657582,0.0757501464657582,0.0757501464657582,zeller
Methylobacillus,0.074793863817637,0.074793863817637,0.074793863817637,zeller
Asaccharobacter,0.0720906918172729,0.0720906918172729,0.0720906918172729,zeller
Granulicatella,0.0703080941314766,0.0703080941314766,0.0703080941314766,zeller
Succiniclasticum,0.0677343207789661,0.0677343207789661,0.0677343207789661,zeller
Eubacteriaceae_unclassified,0.0651805283844193,0.0651805283844193,0.0651805283844193,zeller
Selenomonas,0.0644562658124979,0.0644562658124979,0.0644562658124979,zeller
Propionibacterium,0.0599580409532092,0.0599580409532092,0.0599580409532092,zeller
Anaerococcus,0.0569518876558531,0.0569518876558531,0.0569518876558531,zeller
Pediococcus,0.0566106153002582,0.0566106153002582,0.0566106153002582,zeller
Bulleidia,0.0522985329345076,0.0522985329345076,0.0522985329345076,zeller
Slackia,0.0512892459595132,0.0512892459595132,0.0512892459595132,zeller
Syntrophomonadaceae_unclassified,0.0496485067154907,0.0496485067154907,0.0496485067154907,zeller
Olsenella,0.0496472938963912,0.0496472938963912,0.0496472938963912,zeller
Campylobacter,0.0469510094259346,0.0469510094259346,0.0469510094259346,zeller
Puniceicoccaceae_unclassified,0.0444308379143762,0.0444308379143762,0.0444308379143762,zeller
Fusobacteriaceae_unclassified,0.0441103069418432,0.0441103069418432,0.0441103069418432,zeller
Cerasicoccus,0.0373123223496517,0.0373123223496517,0.0373123223496517,zeller
Enterococcaceae_unclassified,0.0349629124640633,0.0349629124640633,0.0349629124640633,zeller
Varibaculum,0.0271573485338191,0.0271573485338191,0.0271573485338191,zeller
Murdochiella,0.0234053535353535,0.0234053535353535,0.0234053535353535,zeller
Comamonadaceae_unclassified,0.0223000219692294,0.0223000219692294,0.0223000219692294,zeller
Finegoldia,0.0214230769230769,0.0214230769230769,0.0214230769230769,zeller
Lachnospiraceae_unclassified,4.60583714969264,4.60583714969264,4.60583714969264,baxter
Ruminococcus,3.69973456762324,3.69973456762324,3.69973456762324,baxter
Clostridiales_unclassified,3.04426606723171,3.04426606723171,3.04426606723171,baxter
Bacteria_unclassified,2.79702600559571,2.79702600559571,2.79702600559571,baxter
Clostridium_XlVb,2.78945430981208,2.78945430981208,2.78945430981208,baxter
Flavonifractor,2.76153263769299,2.76153263769299,2.76153263769299,baxter
Escherichia.Shigella,2.73453886210398,2.73453886210398,2.73453886210398,baxter
Clostridia_unclassified,2.69909686952904,2.69909686952904,2.69909686952904,baxter
Blautia,2.60431409418554,2.60431409418554,2.60431409418554,baxter
Gordonibacter,2.5849729321147,2.5849729321147,2.5849729321147,baxter
Faecalibacterium,2.55437665322803,2.55437665322803,2.55437665322803,baxter
Odoribacter,2.54430239239721,2.54430239239721,2.54430239239721,baxter
Firmicutes_unclassified,2.53812032574059,2.53812032574059,2.53812032574059,baxter
Coriobacteriaceae_unclassified,2.53646968571189,2.53646968571189,2.53646968571189,baxter
Clostridium_XlVa,2.51500627640361,2.51500627640361,2.51500627640361,baxter
Prevotella,2.51259988533641,2.51259988533641,2.51259988533641,baxter
Ruminococcus,2.48060043551442,2.48060043551442,2.48060043551442,baxter
Pseudomonas,2.44957828337531,2.44957828337531,2.44957828337531,baxter
Lactococcus,2.4133642235429,2.4133642235429,2.4133642235429,baxter
Anaerostipes,2.40794321383307,2.40794321383307,2.40794321383307,baxter
Roseburia,2.39419869538744,2.39419869538744,2.39419869538744,baxter
Bacteroidetes_unclassified,2.38596610238904,2.38596610238904,2.38596610238904,baxter
Akkermansia,2.37257005230815,2.37257005230815,2.37257005230815,baxter
Clostridium_IV,2.35475081958084,2.35475081958084,2.35475081958084,baxter
Collinsella,2.33377637149168,2.33377637149168,2.33377637149168,baxter
Actinomyces,2.30986447990448,2.30986447990448,2.30986447990448,baxter
Porphyromonadaceae_unclassified,2.2874032419769,2.2874032419769,2.2874032419769,baxter
Parabacteroides,2.26415168138032,2.26415168138032,2.26415168138032,baxter
Alistipes,2.22877682280165,2.22877682280165,2.22877682280165,baxter
Clostridium_XVIII,2.21569622664916,2.21569622664916,2.21569622664916,baxter
Clostridium_XI,2.19040566209637,2.19040566209637,2.19040566209637,baxter
Subdoligranulum,2.18904278871583,2.18904278871583,2.18904278871583,baxter
Bacteroides,2.16980372044264,2.16980372044264,2.16980372044264,baxter
Ruminococcaceae_unclassified,2.15874395434632,2.15874395434632,2.15874395434632,baxter
Enterococcus,2.13491257583294,2.13491257583294,2.13491257583294,baxter
Streptococcus,2.06267116005376,2.06267116005376,2.06267116005376,baxter
Bifidobacterium,2.03128821770379,2.03128821770379,2.03128821770379,baxter
Dorea,2.01833156751856,2.01833156751856,2.01833156751856,baxter
Veillonella,1.96813160438171,1.96813160438171,1.96813160438171,baxter
Coprococcus,1.96747663927098,1.96747663927098,1.96747663927098,baxter
Clostridium_sensu_stricto,1.94062408939975,1.94062408939975,1.94062408939975,baxter
Oscillibacter,1.89938674580768,1.89938674580768,1.89938674580768,baxter
Turicibacter,1.88083658513337,1.88083658513337,1.88083658513337,baxter
Holdemania,1.87615749784726,1.87615749784726,1.87615749784726,baxter
Erysipelotrichaceae_unclassified,1.87221517919568,1.87221517919568,1.87221517919568,baxter
Asaccharobacter,1.86866554490152,1.86866554490152,1.86866554490152,baxter
Phascolarctobacterium,1.82083205539496,1.82083205539496,1.82083205539496,baxter
Lactobacillus,1.8178207744502,1.8178207744502,1.8178207744502,baxter
Dialister,1.81715463656739,1.81715463656739,1.81715463656739,baxter
Butyricicoccus,1.76989545024438,1.76989545024438,1.76989545024438,baxter
Barnesiella,1.70431460153396,1.70431460153396,1.70431460153396,baxter
Mogibacterium,1.69147775326159,1.69147775326159,1.69147775326159,baxter
Corynebacterium,1.69050276561644,1.69050276561644,1.69050276561644,baxter
Parasutterella,1.67588828963717,1.67588828963717,1.67588828963717,baxter
Pasteurellaceae_unclassified,1.66063126829961,1.66063126829961,1.66063126829961,baxter
Eubacterium,1.63775125245723,1.63775125245723,1.63775125245723,baxter
Bilophila,1.61984414579343,1.61984414579343,1.61984414579343,baxter
Eggerthella,1.53205706034359,1.53205706034359,1.53205706034359,baxter
Porphyromonas,1.47987963767935,1.47987963767935,1.47987963767935,baxter
