"Abiotrophia","Acetivibrio","Acidaminococcaceae_unclassified","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostipes","Anaerotruncus","Arcobacter","Asaccharobacter","Atopobium","Bacillales_unclassified","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brochothrix","Burkholderiales_incertae_sedis_unclassified","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Carnobacterium","Catenibacterium","Cellulosilyticum","Cloacibacillus","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacteriaceae_unclassified","Corynebacterium","Delftia","Deltaproteobacteria_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Eikenella","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia.Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavonifractor","Fructobacillus","Fusobacteriaceae_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmiger","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helcococcus","Holdemania","Howardella","Kingella","Klebsiella","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methylobacterium","Mitsuokella","Mogibacterium","Moraxellaceae_unclassified","Morganella","Murdochiella","Negativicoccus","Neisseria","Neisseriaceae_unclassified","Novosphingobium","Odoribacter","Olsenella","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pelomonas","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Planococcaceae_unclassified","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacteriaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoramibacter","Pyramidobacter","Rhizobiales_unclassified","Rikenella","Rikenellaceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Sarcina","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Soonwooa","Sphingomonadaceae_unclassified","SR1_unclassified","Staphylococcus","Stenotrophomonas","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Sutterella","Synergistaceae_unclassified","Turicibacter","Veillonella","Veillonellaceae_unclassified","Weissella","Xanthomonadaceae_unclassified"
0,0,0,12.07,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,10.67,0,220.67,0,1.15,0.4,1.12,21.73,1.19,186.24,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.77,2.58,0,0,14,0.74,0,0,0,0,0,0,14.19,1.25,0,0,2.36,0,0,0,0,0,0,0,0,21.73,0,0.36,0,0,0,0,0,0,3.82,0.4,0,0.77,0,187.49,0,0,6.08,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,3.76,0,0,28.04,190.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,59.73,0,4.73,0,0,12.8,0,0,0,0,0,0,0,0,0,0,1.97,0,0.4,0,0,0,0,0,0
0,0,0,0,0,0,0.82,0.2,0,0,3.7,0,0,0,0,0.12,0,0,0,1.14,0.14,0,0,0,0,0,0.32,0,0,48.75,0.3,55.79,1.69,0,0,0,0,1.62,226.41,0,0,0,26.73,0,0,0,0.17,0,0,0,0,0,0,0,0.19,0,0,9.65,0.22,0,16.17,0,0,0.69,9.82,0.23,0,0,0,0.94,0,0,0,0,0,0.36,0,0,0.58,0,1.78,0,0,0,0,0,0,2,0,0,0,0,35.31,0,0,3.67,0,0,0,0,0.71,0,0.64,0,0,0.56,0,0.2,0,0,0,0,0,0,6.47,477.15,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0.17,0,0,2.63,0,0,0,2.51,0,0.54,0,0,0,0,0,0,0,35,0,0.38,0,2.23,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1.15,7.36,37.01,14.9,0,0,0,0.16,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0.64,0.38,0,0,0
0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.18,1.74,126.42,0,0,0,0,22.61,0,202.63,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0.26,3.28,0,0,14.87,1.94,0,18.76,0,0.39,0,0,35.84,0,0,0,1.67,0,0,0,0,0,0,0,61.48,6.78,0,2.9,0,0,0,0,0,0,0.29,0,0,0,0,39.6,0,0,32.86,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,123.4,0,0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.97,0,190.31,29.05,7.94,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,2.64,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,1.42,17.49,0,0,0,0,0,0,0,0,0,0,94.35,2.29,25.33,0,0,0,0,0,0,186.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,3.15,16.55,0,0,42.52,6.25,0,32.15,0,0,0,1.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0.83,5.48,0,1.17,0,0,0,0,0,0,4.39,0,0,2.49,0,6.48,0,1.45,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,166.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,2.16,0,0,0,3.49,0.26,0,2.6,0,0,0,0,0.22,0,0,0,0,0,0,0,0,340.22,0,64.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0.82,0,0,0,0
0,0,0,4.18,0,0,1.2,0,0,0,1.66,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,0,27.9,0,0,0,2.99,118.23,0,288.17,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,15.7,0,0,0,0,0,2.38,4.27,24.01,0,0,0,2.64,0,0,0,0,0,0,0,0,2.38,0,6.03,0,0,0,0,0,0,8.56,0,0,0,0,49.75,0,0,6.91,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.32,409.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.88,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,9.24,0.76,0,0,0,0,0,0,0,15.97,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0
0,0,0,0.45,0,0,3.6,0,0,0,0.19,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.29,26.7,0,0,0,0,0.16,0.69,95.14,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0.52,46.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,9.72,0,0,0,0,0,0,0,0,0,0,0,4.43,0,0,8.23,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.9,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,57.27,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87,0.47,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13,0,0,0,0,0.69,0,0,0
0,0,0,22.76,0,0,2.81,0.56,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,2.1,0,45.64,0.36,0,0,0,1.26,4.05,195.81,0,0,1.58,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,0.28,0,0,2.52,7.64,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.5,0,1.35,0,0,0,1.19,0,0,0,71,0,0,0,4.5,0,0,8.39,0,12.7,0,0.98,35.87,0,0,0,0,0,0,0,0,0,0,0,0,0,26.62,512.11,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,8.13,0,0,15.35,0,0.24,0,0,0,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,4.97,0,0,0,0,0,0,0.88,0,0,0,0,0,0,3.16,0,0,0,0,3.01,0,0,0
0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,32.49,2.23,419.03,0.67,2.51,0,0.34,4.53,1.16,74.19,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,9.18,0,0,2.86,0,0,0,0.23,0.71,0,0,0,1.3,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,7.92,0,0,0,0,65.05,0,0,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,169.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,11.56,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,186.84,1.01,9.34,0,0,6.88,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.7,0,0,4.42,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0.68,0,0,41.8,0.66,75.46,0,0,0,0,4.97,0,192.07,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0.33,0,2.83,0,0,0,0,0.64,0,0,0.41,0.33,0,0,0,0,0,0,0,0,13.88,0,0,0,0,0,0,0,0,4.5,0.35,0,0,0,69.03,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84,253.36,0,0.34,9.7,0,0,0,0,0.25,0,0,0,0,0.78,0,0,0,0,0,0,0,0.66,0,2.39,0,0,4.24,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,153.37,0.6,0,0,0.31,0,0,0,0,0,0,0,0,0,0,81.25,3.84,10.61,0,0,5.41,0,0,0,1.93,0,0,0,0,0,0,70.17,0,2.77,0,1.06,0.75,0,0,0
0,0,0,0,0,0,1.86,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67,0,24.42,0.23,0,0,0,0.67,0,512.4,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,16.94,0.35,0,2.97,0,0,3.79,0,4.31,0,0.29,0,11.88,0,0,0,0,0,0,0,2.69,53.8,0,0,0,0,0,0,0,0,1.16,2.37,0,0,0,106.75,0,0,3.82,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,217.06,0.34,0,1.44,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0.27,0,2.49,0,3.84,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.27,0,4.03,0,0,0,0,0,0,0.34,0,0,0,0,0,0,7.43,0,0,0,0.28,0,0,0,0
0,0,0,0,0,0,1.48,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,45.47,32.03,132.12,5.55,7.19,2.19,0,0.55,0.42,70.52,0,0,1.63,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.99,0,0,16.8,0.54,0,1.11,0,0,0,0,0,0,0,0,1.66,0,0,0,0.55,0,0.48,0,1.05,12.07,0,0,0,0,0,0,0,0,3.07,0.51,0,0,0,77.58,0,0,15.23,0,0.48,0,0,0,0,0,0,0,0,7.63,3.53,0,0,0,0,0,0,33.23,320.85,0,0,5.73,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,3.46,0,0,6.22,0,32.48,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54,48.68,12.88,14.39,0,0,5.39,0,0,0,0,0,0,0,0,0,0,98.17,0,3.28,0,0,13.05,0,0,0
0,0,0,0,0,0.61,0.48,0,0,0,3.93,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,26.06,0.31,449.14,5.73,0.88,0,0,0.96,0,122.94,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,11.29,2.14,0,2.95,0,0.52,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,16.96,0,0,0,0,0,0,0,0,0,0,0,0,0,77.11,0,0,7.01,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,167.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,14.92,0,2.83,0,0.26,0,0,0,0,0,0,0,0,0,0,0,12.29,0,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0.33,0,72.08,0,19.7,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0.53,0,1.42,0,0,0,0,0,0
0,0,0,0,0,0,0,0.83,0,0,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.17,0.88,114.47,6.85,0,0,0,0,0,94.53,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0.82,2.63,0,0,25.44,0,0,20.87,0,0,0,0,0,0,0,0,3.39,0,0,0,1.67,0,0,0,5.28,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,98.01,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,238.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0.89,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,56.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.91,14.78,32.59,0,0,3.5,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.58,0,0,9.69,0,3.82,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,2.03,101.98,0,5.96,0,0,1.17,1.32,26.88,0,0,0.21,8.29,0,0,0,0,0.3,0,0,0,0,0,0,3.2,0,0,17.34,0.45,11.05,6.53,0,0,10.53,1.68,2.15,0.53,0,0,0,0,0,0.39,0,1.45,0,0,0.74,17.39,0,0,0,0.59,0,0,0,0,1.77,0.5,0,0,0,162.64,0,0,1.46,0,5.4,0,86.89,37.86,0,0,0,0,0,0.19,14.94,0,0,0,1,0,0,1.57,200.11,0,0.82,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,14.2,0,0,3.98,0,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,88.85,0.44,0,0,0,0,0,0,0,0,0,0,0,0.12,0,79.98,2.89,2.63,0,0,18.65,0.21,0,0,0,0,0,0,0,0,0,4.93,0,52.67,0,0.2,5.19,0.21,0,0
0,0,0,0,0,0,0.19,0.59,0,0,0.58,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,74.55,0,0,0,0,0,0,244.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,1.7,0.2,1.54,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,2.62,0,0.46,0,3.15,0,2.85,0,0,0,366.41,0,0,0,6.66,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,30.95,0,273.74,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.17,0,0,0,0.27,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0.4,0,0,0,0
0,0,0,0,0,0,0.67,0.17,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.66,0.47,301.88,0,0.48,0,0,0.87,0,45.73,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,1.48,0,0,0,0.97,1.75,0,0,0,1.69,0,0,0,0,0,0,0,94.81,8.27,0,0,0,0,0,0.13,0,0,0.79,0,0,0,0,7.53,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.28,0,0.18,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,210.37,8.29,0.6,0,0,0,0,0,0,2.47,0,0,0,0,0,0,6.81,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.26,23.9,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,88.12,0.34,104.99,25.57,2.34,0,0,3.04,0,78.06,0,0,0,4.39,0.39,0,0,0,0,0,0,0,0,0,1.49,3.21,0,0,15.72,0.63,1.4,13.56,0,0.26,0,1.97,3.69,0,0,0,5.91,0,0,0,0.23,0,0,0,0.36,28.83,0,0,0,0,0,0,0,0,7.61,4.54,0,0,0,130.62,0,0,16.17,0,2.96,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,2.69,4.83,340.6,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,7.33,0,19.32,0,0,0,0,0,0,0.36,2.46,0,0,0,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0.52,2.54,0,69.57,5.89,4.92,0,0,0.59,0,0,0,4.13,0,0,0,0,0,0,0.44,0,0,0,2.04,0.31,0,0,0
0,0,0,0,0,2.06,0,0.47,0,0.47,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,56.61,0,21.62,0,0,0,0,0.57,0,188.02,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,73.65,0,0,109,0,0,0,4.11,3.06,0,0,0,0.47,0,0,0,0,0,0,0,0,12.45,0,0.54,0,0,0,0,0,0,2.61,0,0,0,0,104.88,0,0,2.55,0,0,0.64,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,3.49,404.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.49,18.23,0,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0.62,2.83,0,0,0,5.38,0,0,0,0
0,0,0,0,0,0,0.78,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88,0,5.24,0.65,0,0,0.19,23.58,0,291.03,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0.53,1.32,0,0,16.02,0,0,0.42,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,1.29,0,0,2.01,0,0,0,35.45,0,0,0,0.96,63.96,0,0,11.91,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,2.68,455.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.93,7.88,0.6,0,0,0.27,0,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.41,0,0,3.08,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0,45.47,0,0.55,0,0,0,0,254.65,0,0,0,10.42,0,0.38,0,0,0,0,0,0,0,0,0,0.78,0,0,9.77,0,1.14,2.46,0,0,4.48,2.07,0.37,0,0,0,1.56,0,0,0,0,0,0,0,0,32.48,0,0.82,0,6.6,0,0,0,0,3.86,1.52,0,0,0,88.29,0,0,1.34,0,0,0,0,0,0,0.75,0,0,0,0.37,0.43,0,0,0,0.32,0,29.29,8.51,365.31,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0.43,0,2.46,0,0,0,0,0,0,3.32,2.82,0,0,0,6.76,1.14,0,0,0,0,0,0,0,0,0,0,0,0,5.72,45.58,3.22,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,22.87,0,0,0,0,4.23,0,0,0
0,0,0,0,0,0.34,0.8,0,0,1.19,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.73,0,12.82,0,1.09,0,0.34,290.03,0,156.56,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.33,2.39,0,0,21.21,0.68,0,12.31,0,0,0,2.29,0,0,0,0,6.26,0,0,0,0,0,0,0,0,6.92,0,0,0,0.35,0,0,0,0,7.37,8.63,0,0,0,17.3,0,0,48.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,2.51,261.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0.78,0,0,2.97,0,0,0,0,0,0,0,0,0,0.46,0,0.23,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66,8.46,32.03,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0.31,0,1.34,0,0,0,0,0,0
0,0,0,0,0,0,0.43,0.31,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.03,0,32.2,4.11,2,0,0.37,7.84,0,111.43,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,2.97,3.37,0,0,194.82,0,0,17.01,0,1.41,0,0,60.29,0,0,0,28.72,0,0,0,0.37,0,0,0,0.45,11.39,0,0.73,0,0,0,0,0,0,15.52,1.52,0,0,4.23,21.99,0,0,24.35,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,268.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0.33,0,0,0,1.67,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,79.48,1.98,24.61,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0
0,0,0,0,0,0,0,0.64,0,0,0.32,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,3.7,0,2.8,0,0,0,0.26,64.74,0,278.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,23.15,0.32,0,188.86,0,0,0,1.28,0,0,0,0,1.47,0,0,0,0,0,0,0,72.18,40.82,0,3.94,0,2.51,0,4,0,0,9.97,0,0,0,0,16.29,0,0,2.46,0,0.41,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,9.14,1.89,147.88,0,1.63,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,121.78,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,15.1,0,0,0,0
0,0,0,0,0,0,0.6,0,0,0,42.63,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,29.49,0.33,157.18,0,0,0,0,10.03,2.15,96.23,0,0,0,0.48,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.18,0,1.97,0,0.21,0,0,0,0,0,0,0.64,0,0,0,0,0,1.69,0.34,5.21,3.18,0,0.16,0,0,0,0,0,0,0,0.22,0,0,0,31.89,0,0,12.85,0,0.42,0,0,0.99,0,5.55,0,0,0,1.09,0,0,0,0,0,0,0,14.11,208.22,0,0,0.16,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0.96,0,3.58,0.26,0,15.09,0,0,0,2.45,4,0,0,0,0,0,0,0,0,0,0,1.33,68.91,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,280.25,15.81,13.14,0,0,0,0,0,0,0,0,0,0,0.63,0,0,3.23,0,0,0,0.14,0,0.18,0,0
0,0,0,0.8,0,0.23,0,0,0,0,171.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.55,1.16,217.97,0.28,9.7,0,0,16.63,0,28.74,0,0,0,3.1,0.44,0,0,0,0,0,0,0,0,0,0.67,0.77,0,0,4.63,0.9,0,3.13,0,0,0,0.1,1.03,2.3,0,0,2.03,0,0,0,0.3,0,0,0,0,7.13,0,0,0,0,0,0,0,0,0.87,0,0,0,0,201.64,0,0,6.15,0,0,0,0,0.38,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,176.24,0,0.35,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,5.05,0,0,11.81,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.55,3.85,10.02,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0.71,0,2.03,0.73,0,0,0,0,0
