ID,Filename
APC033.042A,NG-8532_APC033_042A_run3_lib90828_4092_1
APC033.042C,NG-8532_APC033_042C_run3_lib90857_4092_1
APC033.043A,NG-8532_APC033_043A_run3_lib91009_4092_1
APC033.043C,NG-8532_APC033_043C_run3_lib90946_4092_1
APC033.044A,NG-8532_APC033_044A_run3_lib91016_4092_1
APC033.044C,NG-8532_APC033_044C_run3_lib90803_4092_1
APC033.045B,NG-8532_APC033_045B_run3_lib90834_4092_1
APC033.045C,NG-8532_APC033_045C_run3_lib90861_4092_1
APC033.046B,NG-8532_APC033_046B_run3_lib91026_4092_1
APC033.046C,NG-8532_APC033_046C_run3_lib90848_4092_1
APC033.048A,NG-8532_APC033_048A_run3_lib90943_4092_1
APC033.048C,NG-8532_APC033_048C_run3_lib90915_4092_1
APC033.049A,NG-8532_APC033_049A_run3_lib90920_4092_1
APC033.049C,NG-8532_APC033_049C_run3_lib91020_4092_1
APC033.050A,NG-8532_APC033_050A_run3_lib90786_4092_1
APC033.050C,NG-8532_APC033_050C_run3_lib90784_4092_1
APC033.051A,NG-8532_APC033_051A_run3_lib90883_4092_1
APC033.051C,NG-8532_APC033_051C_run3_lib90937_4092_1
APC033.052A,NG-8532_APC033_052A_run3_lib91008_4092_1
APC033.052C,NG-8532_APC033_052C_run3_lib90934_4092_1
APC033.053A,NG-8532_APC033_053A_run3_lib90969_4092_1
APC033.053C,NG-8532_APC033_053C_run3_lib90811_4092_1
APC033.054A,NG-8532_APC033_054A_run3_lib90975_4092_1
APC033.054C,NG-8532_APC033_054C_run3_lib91005_4092_1
APC033.056B,NG-8532_APC033_056B_run3_lib90871_4092_1
APC033.056ON,NG-8532_APC033_056ONE_run3_lib90916_4092_1
EM001,NG-8532_EM001_run3_lib90881_4092_1
EM016,NG-8532_EM016_run3_lib90987_4092_1
EM025,NG-8532_EM025_run3_lib90845_4092_1
EM047,NG-8532_EM047_run3_lib90918_4092_1
EM051,NG-8532_EM051_run3_lib90820_4092_1
EM053,NG-8532_EM053_run3_lib90966_4092_1
EM061,NG-8532_EM061_run3_lib90941_4092_1
EM065,NG-8532_EM065_run3_lib90994_4092_1
EM070,NG-8532_EM070_run3_lib91006_4092_1
EM075,NG-8532_EM075_run3_lib90853_4092_1
EM083,NG-8532_EM083_run3_lib90991_4092_1
EM084,NG-8532_EM084_run3_lib90995_4092_1
EM086,NG-8532_EM086_run3_lib90793_4092_1
EM089,NG-8532_EM089_run3_lib91021_4092_1
EM095,NG-8532_EM095_run3_lib90835_4092_1
EM097,NG-8532_EM097_run3_lib90940_4092_1
EM102,NG-8532_EM102_run3_lib90776_4092_1
EM109,NG-8532_EM109_run3_lib90868_4092_1
EM119,NG-8532_EM119_run3_lib90832_4092_1
EM145,NG-8532_EM145_run3_lib90886_4092_1
EM172,NG-8532_EM172_run3_lib90790_4092_1
EM176,NG-8532_EM176_run3_lib90965_4092_1
EM193,NG-8532_EM193_run3_lib91004_4092_1
EM203,NG-8532_EM203_run3_lib90971_4092_1
EM223,NG-8532_EM223_run3_lib90929_4092_1
EM228,NG-8532_EM228_run3_lib90860_4092_1
EM230,NG-8532_EM230_run3_lib90775_4092_1
EM244,NG-8532_EM244_run3_lib90829_4092_1
EM263,NG-8532_EM263_run3_lib90788_4092_1
EM269,NG-8532_EM269_run3_lib90869_4092_1
EM270,NG-8532_EM270_run3_lib90873_4092_1
EM278,NG-8532_EM278_run3_lib90808_4092_1
EM282,NG-8532_EM282_run3_lib90821_4092_1
EM372,NG-8532_EM372_run3_lib90867_4092_1
EM432,NG-8532_EM432_run3_lib90911_4092_1
EM436,NG-8532_EM436_run3_lib90831_4092_1
EM448,NG-8532_EM448_run3_lib91010_4092_1
EM501,NG-8532_EM501_run3_lib90964_4092_1
EM501ON,NG-8532_EM501ON2_run3_lib90802_4092_1
EM501UDD,NG-8532_EM501UDD2_run3_lib90979_4092_1
EM502,NG-8532_EM502_run3_lib90839_4092_1
EM503,NG-8532_EM503_run3_lib90992_4092_1
EM503ON,NG-8532_EM503ON2_run3_lib90950_4092_1
EM503UDD,NG-8532_EM503UDD2_run3_lib90877_4092_1
EM505,NG-8532_EM505_run3_lib90974_4092_1
EM505ON,NG-8532_EM505ON1_run3_lib90865_4092_1
EM505UDP,NG-8532_EM505UDP1_run3_lib90850_4092_1
EM506,NG-8532_EM506_run3_lib90939_4092_1
EM506UDP,NG-8532_EM506UDP1_run3_lib90898_4092_1
EM507,NG-8532_EM507_run3_lib90817_4092_1
EM507ON,NG-8532_EM507ON1_run3_lib91011_4092_1
EM508,NG-8532_EM508_run3_lib90944_4092_1
EM508ON,NG-8532_EM508ON2_run3_lib90953_4092_1
EM508UDP,NG-8532_EM508UDP2_run3_lib90783_4092_1
EM509,NG-8532_EM509_run3_lib90863_4092_1
EM509ON,NG-8532_EM509ON2_run3_lib90878_4092_1
EM509UDD,NG-8532_EM509UDD1_run3_lib91013_4092_1
EM511ON,NG-8532_EM511ON1_run3_lib90970_4092_1
EM511UDP,NG-8532_EM511UDP2_run3_lib90930_4092_1
EM512,NG-8532_EM512_run3_lib90904_4092_1
EM512ON,NG-8532_EM512ON2_run3_lib90908_4092_1
EM512UDP,NG-8532_EM512UDP2_run3_lib90993_4092_1
EM513,NG-8532_EM513_run3_lib90876_4092_1
EM513ON,NG-8532_EM513ON2_run3_lib90791_4092_1
EM513UDP,NG-8532_EM513UDP2_run3_lib90996_4092_1
EM514,NG-8532_EM514_run3_lib90837_4092_1
EM515OFFP,NG-8532_EM515OFFP2_run3_lib90949_4092_1
EM515ON,NG-8532_EM515ON2_run3_lib90984_4092_1
EM516,NG-8532_EM516_run3_lib90942_4092_1
EM516ON,NG-8532_EM516ON1_run3_lib90858_4092_1
EM516UDD,NG-8532_EM516UDD2_run3_lib90906_4092_1
EM517,NG-8532_EM517_run3_lib90777_4092_1
EM517UDP,NG-8532_EM517UDP2_run3_lib90792_4092_1
EM520,NG-8532_EM520_run3_lib90954_4092_1
EM521ON,NG-8532_EM521ON2_run3_lib90990_4092_1
EM523,NG-8532_EM523_run3_lib91030_4092_1
EM523OFFD,NG-8532_EM523OFFD2_run3_lib90864_4092_1
EM523UDD,NG-8532_EM523UDD1_run3_lib90962_4092_1
EM525,NG-8532_EM525_run3_lib90919_4092_1
EM526,NG-8532_EM526_run3_lib90902_4092_1
EM526OFFP,NG-8532_EM526OFFP1_run3_lib90889_4092_1
EM526UDP,NG-8532_EM526UDP2_run3_lib90794_4092_1
EM527,NG-8532_EM527_run3_lib90856_4092_1
EM527ON,NG-8532_EM527ON2_run3_lib90779_4092_1
EM527UDD,NG-8532_EM527UDD2_run3_lib90917_4092_1
EM529,NG-8532_EM529_run3_lib90818_4092_1
EM529ON,NG-8532_EM529ON2_run3_lib90888_4092_1
EM529UDP,NG-8532_EM529UDP1_run3_lib90838_4092_1
EM530,NG-8532_EM530_run3_lib90952_4092_1
EM530UDP,NG-8532_EM530UDP2_run3_lib90882_4092_1
EM531,NG-8532_EM531_run3_lib90807_4092_1
EM531ON,NG-8532_EM531ON2_run3_lib90855_4092_1
EM531UDP,NG-8532_EM531UDP2_run3_lib90866_4092_1
EM532,NG-8532_EM532_run3_lib90999_4092_1
EM532ON,NG-8532_EM532ON2_run3_lib90796_4092_1
EM532UDP,NG-8532_EM532UDP2_run3_lib90840_4092_1
EM533,NG-8532_EM533_run3_lib90973_4092_1
EM534OFFP,NG-8532_EM534OFFP2_run3_lib90781_4092_1
EM534ON,NG-8532_EM534ON2_run3_lib90936_4092_1
EM534UDD,NG-8532_EM534UDD2_run3_lib90955_4092_1
EM535,NG-8532_EM535_run3_lib90938_4092_1
EM536UDP,NG-8532_EM536UDP2_run3_lib90843_4092_1
EM537,NG-8532_EM537_run3_lib90925_4092_1
EM537ON,NG-8532_EM537ON2_run3_lib90959_4092_1
EM537UDP,NG-8532_EM537UDP1_run3_lib90997_4092_1
EM538,NG-8532_EM538_run3_lib90797_4092_1
EM538ON,NG-8532_EM538ON2_run3_lib90822_4092_1
EM540,NG-8532_EM540_run3_lib90815_4092_1
EM540OFFP,NG-8532_EM540OFFP2_run3_lib90998_4092_1
EM541,NG-8532_EM541_run3_lib91012_4092_1
EM541ON,NG-8532_EM541ON2_run3_lib90805_4092_1
EM541UDP,NG-8532_EM541UDP2_run3_lib90852_4092_1
EM542ON,NG-8532_EM542ON2_run3_lib90787_4092_1
EM542UDD,NG-8532_EM542UDD2_run3_lib90887_4092_1
EM543,NG-8532_EM543_run3_lib90976_4092_1
EM543OFFP,NG-8532_EM543OFFP2_run3_lib90895_4092_1
EM543ON,NG-8532_EM543ON2_run3_lib90903_4092_1
EM544OFFP,NG-8532_EM544OFFP2_run3_lib90981_4092_1
EM545ON,NG-8532_EM545ON2_run3_lib90799_4092_1
EM545UDD,NG-8532_EM545UDD1_run3_lib90972_4092_1
EM546,NG-8532_EM546_run3_lib90935_4092_1
EM546ON,NG-8532_EM546ON2_run3_lib90947_4092_1
EM546UDP,NG-8532_EM546UDP2_run3_lib90872_4092_1
EM547,NG-8532_EM547_run3_lib90862_4092_1
EM547UDP,NG-8532_EM547UDP2_run3_lib91027_4092_1
EM549,NG-8532_EM549_run3_lib90899_4092_1
EM549ON,NG-8532_EM549ON1_run3_lib90986_4092_1
EM549UDP,NG-8532_EM549UDP1_run3_lib90800_4092_1
EM550ON,NG-8532_EM550ON2_run3_lib91002_4092_1
EM551,NG-8532_EM551_run3_lib91014_4092_1
EM552,NG-8532_EM552_run3_lib90927_4092_1
EM553,NG-8532_EM553_run3_lib90859_4092_1
EM554ON,NG-8532_EM554ON_run3_lib90823_4092_1
EM554UDD,NG-8532_EM554UDD_run3_lib90814_4092_1
EM555ON,NG-8532_EM555ON_run3_lib91007_4092_1
EM555UDD,NG-8532_EM555UDD_run3_lib90951_4092_1
EM556,NG-8532_EM556_run3_lib90842_4092_1
EM556ON,NG-8532_EM556ON_run3_lib90893_4092_1
EM557,NG-8532_EM557_run3_lib90813_4092_1
EM558UDP,NG-8532_EM558UDP_run3_lib90968_4092_1
EM559,NG-8532_EM559_run3_lib91003_4092_1
EM559UDP,NG-8532_EM559UDP_run3_lib90846_4092_1
EM560,NG-8532_EM560_run3_lib90963_4092_1
EM560ON,NG-8532_EM560ON_run3_lib90847_4092_1
EM560UDP,NG-8532_EM560UDP_run3_lib90910_4092_1
EM561UDP,NG-8532_EM561UDP_run3_lib90795_4092_1
EM562,NG-8532_EM562_run3_lib90870_4092_1
EM563,NG-8532_EM563_run3_lib90812_4092_1
EM563OFFD,NG-8532_EM563OFFD_run3_lib91024_4092_1
EM563ON,NG-8532_EM563ON_run3_lib90928_4092_1
EM564,NG-8532_EM564_run3_lib90849_4092_1
EM564ON,NG-8532_EM564ON_run3_lib90809_4092_1
EM564UDD,NG-8532_EM564UDD_run3_lib91017_4092_1
EM565,NG-8532_EM565_run3_lib90824_4092_1
EM565ON,NG-8532_EM565ON_run3_lib90801_4092_1
EM565UDP,NG-8532_EM565UDP_run3_lib90785_4092_1
EM566ON,NG-8532_EM566ON_run3_lib90960_4092_1
EM566UDP,NG-8532_EM566UDP_run3_lib90880_4092_1
EM567ON,NG-8532_EM567ON_run3_lib91015_4092_1
EM568ON,NG-8532_EM568ON_run3_lib90900_4092_1
EM568UDP,NG-8532_EM568UDP_run3_lib90854_4092_1
EM570ON,NG-8532_EM570ON_run3_lib91032_4092_1
EM571ON,NG-8532_EM571ON_run3_lib90789_4092_1
EM571UDP,NG-8532_EM571UDP_run3_lib91023_4092_1
EM575ON,NG-8532_EM575ON_run3_lib91034_4092_1
EM576ON,NG-8532_EM576ON_run3_lib91035_4092_1
EM579ON,NG-8532_EM579ON_run3_lib91036_4092_1
EM582ON,NG-8532_EM582ON_run3_lib91037_4092_1
EM583ON,NG-8532_EM583ON_run3_lib91038_4092_1
EM584ON,NG-8532_EM584ON_run3_lib91039_4092_1
EM585ON,NG-8532_EM585ON_run3_lib91040_4092_1
EM586ON,NG-8532_EM586ON_run3_lib91041_4092_1
sHT03C,NG-8532_sHT03_2_run3_lib91059_4092_1
sHT04C,NG-8532_sHT04_1_run3_lib91060_4092_1
sHT05C,NG-8532_sHT05_2_run3_lib91061_4092_1
sHT06C,NG-8532_sHT06_2_run3_lib91062_4092_1
sHT09C,NG-8532_sHT09_run3_lib91063_4092_1
sHT10C,NG-8532_sHT10_1_run3_lib91064_4092_1
sHT14A,NG-8532_sHT14_1_run3_lib91065_4092_1
sHT14C,NG-8532_sHT14_2_run3_lib91066_4092_1
sHT16A,NG-8532_sHT16_1_run3_lib91067_4092_1
sHT16C,NG-8532_sHT16_2_run3_lib91068_4092_1
sHT17A,NG-8532_sHT17_1_run3_lib91069_4092_1
sHT18A,NG-8532_sHT18_1_run3_lib91070_4092_1
sHT18C,NG-8532_sHT18_2_run3_lib91071_4092_1
sHT19A,NG-8532_sHT19_1_run3_lib91084_4092_1
sHT19C,NG-8532_sHT19_2_run3_lib91073_4092_1
sHT20A,NG-8532_sHT20_1_run3_lib91074_4092_1
sHT20C,NG-8532_sHT20_2_run3_lib91075_4092_1
sHT21A,NG-8532_sHT21_1_run3_lib90948_4092_1
sHT21b,NG-8532_sHT21b_run3_lib90819_4092_1
sHT21C,NG-8532_sHT21_2_run3_lib91077_4092_1
sHT22A,NG-8532_sHT22_1_run3_lib91078_4092_1
sHT22C,NG-8532_sHT22_2_run3_lib91079_4092_1
sHT23A,NG-8532_sHT23_1_run3_lib91080_4092_1
sHT23C,NG-8532_sHT23_2_run3_lib91081_4092_1
sHT24A,NG-8532_sHT24_1_run3_lib91082_4092_1
sHT24C,NG-8532_sHT24_2_run3_lib91083_4092_1
sHT25A,NG-8532_sHT25_1_run3_lib91072_4092_1
sHT25C,NG-8532_sHT25_2_run3_lib91085_4092_1
sHT26A,NG-8532_sHT26_1_run3_lib91086_4092_1
sHT26C,NG-8532_sHT26_2_run3_lib91087_4092_1
sHT27A,NG-8532_sHT27_1_run3_lib91088_4092_1
sHT27C,NG-8532_sHT27_2_run3_lib91089_4092_1
sHT28A,NG-8532_sHT28_1_run3_lib91090_4092_1
sHT28C,NG-8532_sHT28_2_run3_lib91091_4092_1
sHT29A,NG-8532_sHT29_1_run3_lib91092_4092_1
sHT29C,NG-8532_sHT29_2_run3_lib91093_4092_1
sHT30A,NG-8532_sHT30_1_run3_lib91094_4092_1
sHT30C,NG-8532_sHT30_2_run3_lib91095_4092_1
sHT32A,NG-8532_sHT32_1_run3_lib91096_4092_1
sHT32C,NG-8532_sHT32_2_run3_lib91097_4092_1
sHT33A,NG-8532_sHT33_1_run3_lib91098_4092_1
sHT33C,NG-8532_sHT33_2_run3_lib91099_4092_1
sHT34A,NG-8532_sHT34_1_run3_lib91100_4092_1
sHT34C,NG-8532_sHT34_2_run3_lib91102_4092_1
sHT35A,NG-8532_sHT35_1_run3_lib91101_4092_1
sHT35C,NG-8532_sHT35_2_run3_lib91103_4092_1
sHT36A,NG-8532_sHT36_1_run3_lib91104_4092_1
sHT36C,NG-8532_sHT36_2_run3_lib91105_4092_1
sHT37A,NG-8532_sHT37_1_run3_lib91106_4092_1
sHT37C,NG-8532_sHT37_2_run3_lib91107_4092_1
sHT38A,NG-8532_sHT38_1_run3_lib91108_4092_1
sHT38C,NG-8532_sHT38_2_run3_lib91109_4092_1
sHT39A,NG-8532_sHT39_1_run3_lib91110_4092_1
sHT39C,NG-8532_sHT39_2_run3_lib91111_4092_1
sHT40A,NG-8532_sHT40_1_run3_lib91112_4092_1
sHT40C,NG-8532_sHT40_2_run3_lib91113_4092_1
sHT41A,NG-8532_sHT41_1_run3_lib91114_4092_1
sHT42A,NG-8532_sHT42_1_run3_lib91116_4092_1
sHT42C,NG-8532_sHT42_2_run3_lib91117_4092_1
